afqt,income,educ,age,black,hisp,coll,grad,hs,max_coll,mom_hs,mom_coll,dad_hs,dad_coll,ageyears
35,43000,12,"43",0,0,0,0,1,0,1,1,1,0,43
88,2000,16,"45",0,0,1,0,1,1,1,0,1,1,45
68,55000,17,"46",0,0,1,0,1,1,1,0,1,1,46
91,265933,20,"44",0,0,1,1,1,0,1,0,0,0,44
66,54000,12,"43",0,0,0,0,1,0,0,0,0,0,43
11,50000,12,"40",0,0,0,0,1,0,1,0,0,0,40
42,100000,12,"41",0,0,0,0,1,0,1,0,1,0,41
39,76000,13,"44",0,0,0,0,1,0,1,0,1,0,44
59,265933,18,"43",0,0,1,1,1,0,1,0,1,0,43
91,70000,17,"42",0,0,1,0,1,1,1,0,1,0,42
41,90000,14,"44",0,0,0,0,1,0,1,0,1,1,44
49,95000,13,"40",0,0,0,0,1,0,1,0,1,1,40
20,44100,14,"41",0,0,0,0,1,0,1,0,1,0,41
35,55000,12,"44",0,0,0,0,1,0,0,0,0,0,44
69,54000,16,"40",0,0,1,0,1,1,1,0,0,0,40
97,56068,16,"44",0,0,1,0,1,1,1,0,1,1,44
66,38000,14,"42",0,0,0,0,1,0,1,1,1,1,42
74,265933,16,"44",0,0,1,0,1,1,1,0,1,0,44
17,42944,14,"40",0,0,0,0,1,0,1,0,1,1,40
3,29000,12,"47",0,0,0,0,1,0,0,0,0,0,47
84,41600,12,"43",0,0,0,0,1,0,1,0,1,0,43
73,60000,13,"41",0,0,0,0,1,0,1,0,1,1,41
93,95000,16,"45",0,0,1,0,1,1,1,1,1,1,45
42,265933,16,"41",0,0,1,0,1,1,1,0,1,1,41
96,82000,16,"46",1,0,1,0,1,1,1,1,1,1,46
70,112000,16,"40",0,0,1,0,1,1,1,0,1,0,40
64,95000,14,"43",0,0,0,0,1,0,1,0,1,0,43
62,265933,12,"44",0,0,0,0,1,0,1,0,1,1,44
80,90000,14,"41",0,0,0,0,1,0,0,0,1,0,41
58,72000,12,"39",0,0,0,0,1,0,1,0,1,0,39
15,15000,12,"47",1,0,0,0,1,0,0,0,0,0,47
5,59000,12,"45",0,0,0,0,1,0,1,0,1,0,45
55,52000,12,"47",0,0,0,0,1,0,1,0,0,0,47
36,34000,12,"43",0,0,0,0,1,0,1,0,1,0,43
20,22500,12,"41",0,0,0,0,1,0,1,0,0,0,41
11,22500,9,"40",0,0,0,0,0,0,0,0,1,0,40
61,42000,16,"45",0,0,1,0,1,1,0,0,1,0,45
64,73000,14,"47",0,0,0,0,1,0,0,0,0,0,47
30,17000,12,"40",0,0,0,0,1,0,1,0,1,0,40
11,14400,12,"41",0,0,0,0,1,0,0,0,0,0,41
13,40000,12,"43",0,0,0,0,1,0,0,0,0,0,43
57,34000,12,"41",0,0,0,0,1,0,0,0,0,0,41
46,60000,12,"42",0,0,0,0,1,0,1,0,1,0,42
99,136000,18,"41",0,0,1,1,1,0,1,0,1,0,41
52,64000,12,"46",0,0,0,0,1,0,1,0,1,0,46
93,36000,17,"41",0,0,1,0,1,1,1,0,1,0,41
34,62000,12,"44",0,0,0,0,0,0,1,0,1,0,44
62,60000,12,"41",0,0,0,0,1,0,1,0,1,0,41
99,36000,19,"46",0,0,1,0,1,1,1,0,1,0,46
48,30000,12,"41",0,0,0,0,1,0,1,0,0,0,41
34,80000,12,"47",0,0,0,0,1,0,1,0,1,0,47
8,12000,7,"42",0,0,0,0,0,0,0,0,0,0,42
13,42000,12,"42",0,0,0,0,1,0,0,0,0,0,42
7,27560,12,"40",0,0,0,0,0,0,0,0,0,0,40
12,24500,9,"46",0,0,0,0,0,0,1,0,0,0,46
35,56000,12,"45",0,0,0,0,1,0,1,0,1,0,45
84,104000,16,"41",0,0,1,0,1,1,1,0,1,0,41
56,41000,14,"40",0,0,0,0,1,0,1,0,1,0,40
91,35500,19,"43",0,0,1,0,1,1,1,0,0,0,43
69,40000,15,"43",0,0,0,0,1,0,1,0,0,0,43
84,50000,12,"44",0,0,0,0,1,0,0,0,0,0,44
47,68000,14,"40",0,0,0,0,1,0,1,1,1,1,40
94,265933,18,"40",0,0,1,1,1,0,0,0,0,0,40
82,12000,12,"44",0,0,0,0,1,0,1,0,1,0,44
87,38000,14,"46",0,0,0,0,1,0,1,0,1,0,46
82,56000,16,"43",0,0,1,0,1,1,1,0,1,1,43
84,108000,16,"41",0,0,1,0,1,1,1,0,1,1,41
89,132500,16,"40",0,0,1,0,1,1,1,0,1,1,40
91,52000,18,"40",0,0,1,1,1,0,1,0,1,1,40
85,61000,14,"43",0,0,0,0,1,0,0,0,1,0,43
43,45000,16,"42",0,0,1,0,1,1,1,0,1,0,42
84,26300,15,"42",0,0,0,0,1,0,1,0,0,0,42
61,46782,12,"41",0,0,0,0,1,0,0,0,0,0,41
67,36000,14,"41",0,0,0,0,1,0,1,0,0,0,41
69,62000,14,"42",0,0,0,0,1,0,1,0,1,0,42
73,70000,12,"44",0,0,0,0,1,0,1,0,1,0,44
93,32500,14,"44",0,0,0,0,1,0,1,0,1,0,44
21,40000,12,"41",0,0,0,0,1,0,1,0,1,0,41
80,35000,12,"42",0,0,0,0,1,0,1,0,0,0,42
84,14000,13,"41",0,0,0,0,1,0,1,0,1,0,41
91,54600,16,"46",0,0,1,0,1,1,1,0,1,1,46
71,37000,12,"47",0,0,0,0,1,0,0,0,1,0,47
75,75000,14,"46",0,0,0,0,1,0,1,0,1,0,46
55,48000,13,"46",0,0,0,0,1,0,1,0,1,0,46
74,33000,12,"45",0,0,0,0,1,0,1,0,0,0,45
56,37045,12,"43",0,0,0,0,1,0,1,0,1,0,43
78,65000,14,"47",0,0,0,0,1,0,1,0,1,1,47
58,62000,16,"44",0,0,1,0,1,1,1,0,1,1,44
73,90000,16,"42",0,0,1,0,1,1,1,0,1,0,42
75,54000,16,"40",0,0,1,0,1,1,1,0,1,0,40
89,75000,16,"46",0,0,1,0,1,1,1,0,1,0,46
79,72000,16,"43",0,0,1,0,1,1,1,0,1,0,43
59,49000,12,"47",0,0,0,0,1,0,1,0,0,0,47
23,32000,11,"45",0,0,0,0,0,0,1,0,0,0,45
37,27000,12,"46",0,0,0,0,1,0,0,0,1,0,46
33,27000,12,"46",0,0,0,0,1,0,0,0,0,0,46
90,265933,20,"44",0,0,1,1,1,0,1,0,1,0,44
71,7000,12,"43",0,0,0,0,1,0,0,0,1,0,43
44,265933,12,"39",0,0,0,0,1,0,1,0,1,0,39
23,30000,12,"45",0,0,0,0,1,0,0,0,1,0,45
95,57000,20,"45",0,0,1,1,1,0,1,1,1,0,45
13,22000,10,"40",0,0,0,0,0,0,0,0,0,0,40
59,75000,12,"46",0,0,0,0,1,0,1,0,1,0,46
55,31500,12,"47",0,0,0,0,1,0,1,0,1,0,47
3,22000,8,"41",0,0,0,0,0,0,0,0,0,0,41
68,38500,16,"46",0,0,1,0,1,1,1,0,0,0,46
11,3600,7,"40",0,0,0,0,0,0,0,0,0,0,40
37,45000,12,"44",0,0,0,0,1,0,1,0,1,0,44
6,76000,8,"44",0,1,0,0,0,0,0,0,0,0,44
28,55000,10,"46",0,0,0,0,0,0,1,0,0,0,46
63,75000,13,"42",0,0,0,0,1,0,1,0,0,0,42
58,60000,12,"42",0,0,0,0,1,0,1,0,1,0,42
7,19500,8,"44",0,0,0,0,0,0,1,0,0,0,44
52,55000,12,"39",0,1,0,0,1,0,1,0,1,0,39
19,12000,12,"40",0,0,0,0,0,0,0,0,0,0,40
19,125000,12,"48",0,0,0,0,1,0,1,0,0,0,48
71,69000,20,"41",0,0,1,0,1,1,1,1,1,1,41
99,265933,20,"46",0,0,1,1,1,0,1,1,1,1,46
72,42000,16,"44",0,0,1,0,1,1,1,1,1,1,44
50,35000,16,"41",0,0,1,0,1,1,0,0,1,1,41
99,265933,19,"40",0,0,1,1,1,0,1,1,1,1,40
25,53000,12,"46",0,0,0,0,1,0,1,0,1,0,46
81,265933,20,"40",0,0,1,1,1,0,1,1,1,1,40
57,4000,14,"41",0,1,0,0,1,0,1,0,1,0,41
94,100000,14,"44",0,0,0,0,1,0,1,1,1,1,44
96,34000,17,"43",0,0,1,1,1,0,1,1,1,1,43
73,50000,15,"41",0,0,0,0,1,0,1,0,1,0,41
38,75000,12,"47",0,0,0,0,1,0,1,1,1,0,47
99,40000,16,"43",0,0,0,0,1,0,1,0,1,1,43
77,48000,12,"44",0,0,0,0,1,0,1,0,1,0,44
62,105000,13,"43",0,0,0,0,1,0,1,0,1,0,43
98,10000,19,"42",0,0,1,1,1,0,0,0,1,1,42
57,80000,18,"41",0,0,1,1,1,0,1,0,1,0,41
13,55000,12,"47",0,1,0,0,1,0,0,0,0,0,47
69,35000,14,"45",0,0,1,0,1,1,0,0,0,0,45
58,48000,12,"40",0,0,0,0,1,0,1,0,0,0,40
55,32000,20,"44",0,0,1,1,1,0,1,0,1,0,44
55,98000,16,"41",0,0,0,0,1,0,1,0,1,0,41
1,42000,8,"46",0,0,0,0,0,0,0,0,0,0,46
22,265933,12,"41",1,0,0,0,0,0,0,0,0,0,41
17,47000,15,"41",1,0,0,0,1,0,0,0,0,0,41
23,25000,11,"42",1,0,0,0,0,0,1,0,1,0,42
4,15000,12,"45",1,0,0,0,1,0,0,0,0,0,45
6,12000,12,"43",1,0,0,0,1,0,0,0,0,0,43
66,127000,16,"41",0,0,1,0,1,1,1,0,1,0,41
30,10400,13,"46",0,0,0,0,1,0,1,0,1,0,46
78,15000,19,"41",0,0,1,0,1,1,0,0,1,0,41
40,90000,12,"42",0,0,0,0,1,0,1,0,1,0,42
42,14000,14,"42",0,0,0,0,1,0,1,1,1,1,42
18,110000,12,"41",0,0,0,0,1,0,1,0,0,0,41
13,38000,12,"45",0,0,0,0,1,0,0,0,0,0,45
77,39216,16,"40",0,0,1,0,1,1,0,0,0,0,40
16,12000,12,"42",0,0,0,0,1,0,1,0,0,0,42
46,11000,10,"44",0,0,0,0,0,0,0,0,0,0,44
24,15000,12,"47",0,0,0,0,1,0,1,0,1,0,47
50,40000,12,"42",0,0,0,0,1,0,0,0,0,0,42
79,28000,12,"45",0,0,0,0,0,0,1,0,0,0,45
6,37000,12,"41",0,0,0,0,1,0,0,0,0,0,41
63,6000,13,"42",0,0,0,0,1,0,1,0,1,0,42
43,36000,12,"42",0,0,0,0,1,0,1,0,1,1,42
17,30000,12,"44",0,0,0,0,1,0,1,0,1,0,44
93,65000,16,"40",0,0,1,0,1,1,1,1,1,1,40
42,63000,12,"44",0,0,0,0,1,0,0,0,0,0,44
84,15000,18,"43",0,0,1,0,1,1,1,0,1,0,43
88,56000,20,"45",0,0,1,1,1,0,1,0,1,1,45
67,28000,13,"43",0,0,0,0,1,0,1,0,1,0,43
66,120000,14,"43",0,0,0,0,1,0,0,0,0,0,43
21,38000,12,"40",0,0,0,0,1,0,1,0,1,0,40
80,54000,19,"40",0,0,1,0,1,1,1,0,1,0,40
53,39000,12,"46",0,0,0,0,1,0,1,0,1,0,46
61,31000,13,"43",0,0,0,0,1,0,1,0,1,0,43
21,25000,12,"43",0,0,0,0,1,0,1,0,1,0,43
57,15000,12,"40",0,0,0,0,1,0,1,0,1,0,40
59,91000,17,"41",0,0,0,0,1,0,1,0,1,1,41
7,70000,13,"41",0,1,0,0,1,0,1,0,1,0,41
12,25000,12,"40",0,0,0,0,1,0,1,0,0,0,40
53,38000,10,"41",0,1,0,0,0,0,0,0,0,0,41
49,70000,12,"45",0,1,0,0,1,0,0,0,0,0,45
17,55000,14,"47",0,1,0,0,1,0,0,0,0,0,47
40,60000,16,"41",0,1,0,0,1,0,0,0,0,0,41
81,85500,16,"46",0,0,1,0,1,1,1,0,1,0,46
50,42000,13,"47",0,0,0,0,1,0,1,0,1,0,47
29,32400,14,"43",0,0,0,0,1,0,1,0,1,0,43
9,55000,14,"40",0,0,0,0,1,0,0,0,1,0,40
15,18000,10,"40",0,0,0,0,0,0,0,0,0,0,40
55,50000,14,"45",0,1,0,0,1,0,0,0,0,0,45
43,60000,16,"44",0,1,1,0,1,1,0,0,0,0,44
67,135000,20,"42",0,1,1,1,1,0,0,0,0,0,42
43,96000,14,"46",0,0,0,0,1,0,1,1,1,0,46
50,35000,13,"42",0,0,0,0,1,0,1,1,1,0,42
75,50000,16,"39",0,0,1,0,1,1,1,1,1,1,39
22,45000,12,"44",0,0,0,0,1,0,1,1,1,1,44
37,140000,13,"40",0,0,0,0,1,0,1,0,1,1,40
28,18700,12,"45",0,0,0,0,1,0,0,0,0,0,45
62,30000,14,"47",0,0,0,0,1,0,1,0,0,0,47
45,92000,14,"40",0,0,0,0,1,0,1,0,1,0,40
8,54000,13,"44",0,0,0,0,1,0,1,0,1,0,44
13,10000,11,"41",0,0,0,0,0,0,0,0,0,0,41
42,40000,13,"44",0,0,0,0,1,0,1,0,0,0,44
22,50000,12,"40",0,0,0,0,1,0,0,0,0,0,40
10,38000,12,"43",0,0,0,0,0,0,0,0,0,0,43
13,43000,12,"42",0,0,0,0,1,0,1,0,1,0,42
74,21000,12,"44",0,0,0,0,1,0,1,0,1,0,44
40,60000,15,"40",0,0,1,0,1,1,0,0,1,0,40
90,6000,16,"47",0,0,1,0,1,1,1,0,0,0,47
23,29000,12,"40",0,0,0,0,0,0,0,0,0,0,40
26,30000,12,"45",0,0,0,0,1,0,0,0,0,0,45
40,24000,12,"40",0,0,0,0,1,0,1,0,0,0,40
80,48000,12,"43",0,0,0,0,1,0,1,1,1,0,43
81,18000,14,"42",0,0,0,0,1,0,1,0,1,0,42
79,10000,12,"46",0,0,0,0,1,0,1,0,0,0,46
22,47000,12,"43",0,0,0,0,1,0,1,0,1,0,43
64,97000,16,"44",0,0,1,0,1,1,1,1,1,1,44
28,31000,12,"42",0,0,0,0,1,0,1,0,1,0,42
49,20000,12,"45",0,0,0,0,1,0,1,0,1,0,45
67,80000,16,"41",0,0,1,0,1,1,1,0,1,0,41
57,47500,19,"43",0,0,1,0,1,1,1,0,1,1,43
44,42000,16,"41",0,0,1,0,1,1,1,0,1,1,41
40,40000,14,"41",0,0,0,0,1,0,1,0,1,0,41
66,85000,16,"40",0,0,1,0,1,1,1,0,1,1,40
12,28000,14,"44",0,0,0,0,1,0,1,0,1,0,44
64,100000,16,"44",0,0,1,0,1,1,1,0,1,0,44
58,36000,12,"41",0,0,0,0,1,0,0,0,0,0,41
19,38500,12,"40",0,0,0,0,1,0,0,0,0,0,40
38,3700,15,"43",0,0,0,0,1,0,0,0,0,0,43
59,60000,12,"44",0,0,0,0,1,0,0,0,1,0,44
30,43500,10,"42",0,0,0,0,0,0,0,0,1,0,42
20,60000,13,"42",0,0,0,0,1,0,0,0,1,0,42
14,50000,15,"40",0,0,0,0,1,0,0,0,1,0,40
87,50000,12,"42",0,0,0,0,1,0,1,0,0,0,42
86,50000,16,"43",0,0,1,0,1,1,0,0,1,0,43
46,61000,12,"44",0,0,0,0,1,0,1,0,1,0,44
8,25000,12,"43",0,0,0,0,1,0,0,0,0,0,43
80,25000,14,"43",0,0,0,0,1,0,1,0,1,0,43
25,27000,12,"43",0,0,0,0,1,0,1,0,0,0,43
56,40000,12,"43",0,0,0,0,1,0,0,0,0,0,43
79,48500,14,"47",0,0,0,0,1,0,1,0,0,0,47
68,21000,14,"41",0,0,0,0,1,0,1,0,1,0,41
61,40000,16,"42",0,0,1,0,1,1,1,0,1,0,42
49,30200,17,"40",0,0,1,0,1,1,1,0,1,0,40
58,65000,12,"44",0,0,0,0,1,0,1,0,1,0,44
70,92000,16,"41",0,0,1,0,1,1,0,0,0,0,41
55,35000,12,"41",0,0,0,0,1,0,1,0,0,0,41
81,43000,12,"44",0,0,0,0,1,0,1,0,1,0,44
21,42000,12,"45",0,0,0,0,1,0,1,0,1,1,45
14,35000,10,"41",0,0,0,0,0,0,1,0,0,0,41
76,50500,16,"42",0,0,1,0,1,1,1,1,0,0,42
92,68000,14,"44",0,0,0,0,1,0,1,0,0,0,44
45,30000,12,"45",0,0,0,0,1,0,1,0,1,0,45
41,265933,13,"46",0,0,0,0,1,0,1,0,1,0,46
63,40000,16,"46",0,0,1,0,1,1,1,0,1,0,46
97,15000,16,"43",0,0,1,0,1,1,1,0,1,0,43
74,265933,12,"43",0,0,0,0,1,0,1,0,1,0,43
52,50000,16,"41",0,0,1,0,1,1,1,0,1,0,41
91,72000,17,"43",0,0,1,0,1,1,1,0,1,0,43
87,105000,16,"41",0,0,1,0,1,1,1,0,1,0,41
84,35000,16,"45",0,0,1,0,1,1,0,0,0,0,45
66,27000,12,"43",0,0,0,0,1,0,1,0,1,0,43
94,96000,16,"42",0,0,1,0,1,1,1,0,1,1,42
86,45000,12,"40",0,0,0,0,1,0,1,0,1,1,40
28,20000,14,"43",0,0,0,0,1,0,1,0,1,0,43
2,17000,12,"42",0,0,0,0,1,0,0,0,1,0,42
11,4000,9,"45",0,0,0,0,0,0,0,0,0,0,45
5,63000,8,"42",0,0,0,0,0,0,0,0,0,0,42
30,53000,12,"42",0,0,0,0,1,0,0,0,0,0,42
8,30000,12,"40",0,0,0,0,1,0,0,0,0,0,40
2,68000,8,"40",0,0,0,0,0,0,0,0,0,0,40
18,29000,12,"41",0,0,0,0,1,0,0,0,0,0,41
38,34000,12,"43",0,0,0,0,1,0,0,0,0,0,43
24,40000,12,"43",1,0,0,0,1,0,1,0,0,0,43
41,40000,12,"43",0,0,0,0,1,0,1,0,1,0,43
45,30000,12,"41",0,0,0,0,1,0,1,0,0,0,41
10,13000,11,"47",0,0,0,0,0,0,0,0,0,0,47
56,35000,12,"44",0,0,0,0,1,0,0,0,0,0,44
45,32000,14,"40",0,0,0,0,1,0,1,0,1,1,40
21,27000,13,"41",0,0,0,0,1,0,0,0,0,0,41
73,98000,16,"41",0,0,1,0,1,1,1,0,0,0,41
53,52000,13,"41",0,0,0,0,1,0,1,0,0,0,41
99,3000,16,"44",0,0,1,0,1,1,1,0,0,0,44
37,8000,12,"40",0,0,0,0,1,0,0,0,0,0,40
3,10000,8,"42",0,0,0,0,0,0,0,0,0,0,42
11,28000,9,"42",0,0,0,0,0,0,0,0,0,0,42
74,15840,12,"44",0,0,0,0,1,0,1,0,0,0,44
9,18000,8,"44",0,0,0,0,0,0,0,0,0,0,44
5,17000,9,"44",0,0,0,0,0,0,0,0,0,0,44
8,13000,10,"44",0,0,0,0,0,0,0,0,0,0,44
70,105000,12,"47",0,0,0,0,1,0,0,0,0,0,47
52,21500,10,"47",0,0,0,0,0,0,0,0,0,0,47
11,17700,12,"41",1,0,0,0,1,0,0,0,0,0,41
32,110000,14,"41",0,0,0,0,1,0,1,0,1,0,41
82,98000,17,"42",0,0,1,0,1,1,1,0,0,0,42
42,17000,12,"45",0,0,0,0,1,0,0,0,0,0,45
38,29200,9,"45",0,0,0,0,0,0,1,0,0,0,45
8,22000,9,"40",0,0,0,0,0,0,0,0,0,0,40
1,23000,12,"42",0,0,0,0,1,0,0,0,0,0,42
61,32000,12,"47",0,0,0,0,1,0,0,0,0,0,47
29,40000,12,"41",0,0,0,0,0,0,0,0,1,0,41
18,39926,12,"41",0,0,0,0,1,0,1,0,0,0,41
30,10000,12,"43",0,0,0,0,1,0,1,0,0,0,43
87,265933,12,"47",0,0,0,0,1,0,1,0,1,0,47
9,35816,9,"47",0,0,0,0,0,0,1,0,1,0,47
80,45000,16,"45",0,0,1,0,1,1,1,0,1,1,45
97,33100,19,"44",0,0,1,1,1,0,1,0,0,0,44
75,67000,19,"44",0,0,1,0,1,1,1,0,1,1,44
62,69000,16,"46",0,0,1,0,1,1,1,0,1,0,46
13,21000,9,"43",0,0,0,0,0,0,0,0,0,0,43
1,27000,9,"44",0,0,0,0,0,0,0,0,0,0,44
23,40000,12,"41",0,0,0,0,1,0,0,0,0,0,41
8,500,13,"40",1,0,0,0,1,0,0,0,0,0,40
1,12000,12,"41",1,0,0,0,1,0,1,0,1,0,41
4,500,12,"46",1,0,0,0,1,0,1,0,1,0,46
48,40000,16,"43",1,0,1,0,1,1,1,0,1,0,43
37,40000,17,"40",0,0,0,0,1,0,1,0,0,0,40
96,93000,20,"46",0,0,1,1,1,0,1,1,1,1,46
57,43000,12,"41",0,0,0,0,1,0,0,0,1,0,41
4,22000,12,"40",1,0,0,0,1,0,0,0,0,0,40
11,12000,12,"41",1,0,0,0,1,0,0,0,0,0,41
4,6000,12,"46",1,0,0,0,0,0,0,0,1,0,46
7,44840,12,"42",1,0,0,0,1,0,0,0,1,0,42
6,45000,12,"43",0,0,0,0,1,0,0,0,0,0,43
58,32500,12,"41",0,0,0,0,1,0,1,0,1,0,41
84,90000,17,"43",0,0,1,0,1,1,1,0,1,0,43
69,34000,14,"47",0,0,0,0,1,0,1,0,0,0,47
69,80000,12,"44",0,0,0,0,1,0,1,0,1,0,44
2,13000,10,"46",1,0,0,0,0,0,0,0,0,0,46
78,70000,16,"46",0,0,1,0,1,1,1,0,1,0,46
99,265933,20,"46",0,0,1,1,1,0,1,0,0,0,46
72,96000,12,"47",0,0,0,0,1,0,1,0,1,1,47
74,28000,12,"41",0,0,0,0,1,0,1,1,0,0,41
44,40000,12,"39",0,0,0,0,1,0,1,0,0,0,39
34,35000,13,"44",0,0,0,0,1,0,1,0,1,0,44
43,24000,12,"41",0,0,0,0,1,0,0,0,0,0,41
40,52000,12,"45",0,0,0,0,1,0,0,0,0,0,45
65,40000,13,"47",0,0,0,0,1,0,0,0,0,0,47
98,46000,13,"45",0,0,0,0,1,0,1,0,1,0,45
85,69000,12,"44",0,0,0,0,1,0,1,0,0,0,44
72,45000,14,"45",0,0,0,0,1,0,1,0,0,0,45
58,30000,12,"44",0,0,0,0,1,0,1,0,0,0,44
38,37000,12,"40",0,0,0,0,1,0,1,0,1,0,40
42,68800,12,"43",0,0,0,0,1,0,1,0,1,0,43
6,42000,12,"42",0,1,0,0,0,0,1,0,1,0,42
94,29000,15,"45",0,1,0,0,1,0,0,0,1,0,45
26,40000,13,"42",0,1,0,0,1,0,0,0,0,0,42
18,43000,14,"41",0,1,0,0,1,0,1,0,0,0,41
3,21000,12,"43",0,1,0,0,0,0,0,0,0,0,43
27,45000,13,"42",0,1,0,0,1,0,1,0,1,0,42
66,37000,12,"44",0,1,0,0,1,0,0,0,0,0,44
25,4500,12,"41",0,1,0,0,1,0,0,0,0,0,41
22,24000,14,"45",0,1,0,0,1,0,0,0,0,0,45
5,29600,9,"41",0,1,0,0,0,0,0,0,0,0,41
12,44220,12,"46",0,1,0,0,0,0,0,0,0,0,46
4,25000,9,"42",0,1,0,0,0,0,0,0,0,0,42
25,15000,12,"47",0,1,0,0,1,0,0,0,0,0,47
21,32000,12,"44",0,1,0,0,1,0,0,0,0,0,44
9,9000,12,"42",0,1,0,0,1,0,0,0,0,0,42
92,80000,16,"40",0,1,1,0,1,1,1,0,1,1,40
71,140000,16,"41",0,1,1,0,1,1,1,0,1,0,41
7,24000,9,"43",0,1,0,0,0,0,0,0,0,0,43
41,18000,13,"43",0,1,0,0,0,0,1,0,1,0,43
6,35000,13,"41",0,1,0,0,1,0,0,0,1,0,41
4,18000,12,"40",0,1,0,0,1,0,0,0,0,0,40
94,132000,16,"47",0,1,1,0,1,1,1,0,0,0,47
25,87500,13,"41",0,1,0,0,1,0,0,0,1,0,41
2,23000,12,"41",0,1,0,0,1,0,0,0,0,0,41
74,54000,15,"44",0,1,0,0,0,0,0,0,0,0,44
1,20500,5,"43",0,1,0,0,0,0,0,0,0,0,43
58,29000,14,"46",0,1,0,0,1,0,0,0,0,0,46
22,50000,12,"43",0,1,0,0,1,0,1,0,0,0,43
9,9000,10,"45",0,1,0,0,0,0,0,0,0,0,45
36,20000,13,"44",0,1,0,0,1,0,0,0,0,0,44
1,22000,12,"42",0,1,0,0,1,0,1,0,1,0,42
80,18000,14,"41",0,1,1,0,1,1,1,0,1,0,41
59,30000,16,"45",0,1,1,0,1,1,1,0,1,0,45
7,70000,12,"42",0,1,0,0,1,0,0,0,1,0,42
27,55000,16,"40",0,1,1,0,1,1,0,0,0,0,40
1,120000,12,"44",0,1,0,0,1,0,0,0,0,0,44
32,51163,12,"45",0,1,0,0,1,0,0,0,0,0,45
13,19500,12,"41",0,1,0,0,1,0,0,0,1,0,41
18,21000,12,"47",0,1,0,0,1,0,0,0,0,0,47
38,50000,13,"42",0,1,0,0,1,0,0,0,0,0,42
61,43000,12,"46",0,1,0,0,1,0,1,0,0,0,46
35,24000,12,"46",0,1,0,0,1,0,0,0,0,0,46
13,36000,12,"44",0,1,0,0,1,0,0,0,0,0,44
22,29000,12,"40",0,1,0,0,1,0,0,0,0,0,40
3,46000,12,"46",1,0,0,0,1,0,0,0,1,0,46
8,25000,12,"40",1,0,0,0,0,0,0,0,1,0,40
8,70000,4,"46",0,1,0,0,0,0,0,0,0,0,46
25,39520,14,"42",1,0,0,0,1,0,0,0,0,0,42
27,20000,12,"44",1,0,0,0,1,0,1,0,1,0,44
15,40000,12,"41",1,0,0,0,1,0,1,0,1,0,41
4,19500,12,"40",1,0,0,0,0,0,0,0,1,0,40
13,12000,12,"43",1,0,0,0,0,0,0,0,0,0,43
1,28000,12,"44",1,0,0,0,1,0,1,0,1,0,44
74,92000,12,"46",1,0,0,0,1,0,1,0,1,0,46
38,52500,16,"39",1,0,1,1,1,0,1,0,1,0,39
32,78000,12,"40",1,0,0,0,1,0,0,0,0,0,40
3,19000,8,"42",0,1,0,0,0,0,0,0,0,0,42
2,18000,9,"43",0,1,0,0,0,0,0,0,1,0,43
10,29000,12,"47",0,1,0,0,1,0,0,0,0,0,47
18,45000,12,"47",1,0,0,0,1,0,0,0,0,0,47
6,35000,12,"42",1,0,0,0,1,0,1,0,1,0,42
2,6000,12,"42",1,0,0,0,1,0,0,0,1,0,42
1,20000,12,"47",1,0,0,0,0,0,0,0,0,0,47
7,30000,10,"41",1,0,0,0,0,0,0,0,0,0,41
86,15000,20,"45",1,0,1,1,1,0,0,0,0,0,45
3,20000,12,"43",1,0,0,0,0,0,1,0,1,0,43
32,27000,13,"40",1,0,0,0,1,0,1,0,1,0,40
42,103000,16,"41",1,0,1,0,1,1,0,0,0,0,41
35,46000,15,"45",1,0,0,0,1,0,1,1,1,0,45
15,9000,11,"41",1,0,0,0,0,0,0,0,0,0,41
58,11264,12,"40",1,0,0,0,1,0,0,0,0,0,40
53,5000,12,"44",1,0,0,0,1,0,0,0,1,0,44
31,20000,16,"41",1,0,1,0,1,1,1,0,0,0,41
53,28000,12,"44",1,0,0,0,0,0,1,0,0,0,44
46,43000,10,"45",1,0,0,0,1,0,1,0,0,0,45
2,35000,11,"43",1,0,0,0,1,0,0,0,0,0,43
34,27500,13,"44",1,0,0,0,1,0,1,0,0,0,44
2,24000,12,"44",1,0,0,0,1,0,1,0,1,0,44
17,30000,14,"44",1,0,0,0,1,0,0,0,0,0,44
1,18000,9,"45",1,0,0,0,0,0,0,0,0,0,45
1,16000,12,"42",1,0,0,0,1,0,0,0,0,0,42
28,14389,12,"44",1,0,0,0,1,0,1,0,1,0,44
12,42000,17,"43",1,0,1,0,1,1,1,0,1,0,43
32,35000,14,"41",1,0,0,0,1,0,1,0,1,1,41
52,33000,13,"41",1,0,0,0,1,0,1,0,0,0,41
18,29000,12,"40",1,0,0,0,1,0,0,0,1,0,40
1,20000,12,"39",1,0,0,0,1,0,1,0,1,0,39
8,24000,12,"47",1,0,0,0,1,0,1,0,1,0,47
1,4000,12,"41",1,0,0,0,1,0,0,0,0,0,41
1,6000,12,"40",1,0,0,0,0,0,0,0,0,0,40
16,8000,15,"41",1,0,0,0,1,0,1,0,0,0,41
20,38000,14,"47",1,0,0,0,1,0,1,0,0,0,47
9,41000,12,"40",1,0,0,0,1,0,0,0,0,0,40
27,40000,12,"43",1,0,0,0,1,0,1,0,0,0,43
75,50000,16,"46",1,0,1,0,1,1,0,0,0,0,46
